COMPTE,SUJET,ENTITE__APPORTEUR,LEAD__RESP,ASSOCIE,STEP,PROB,SELL_ON,CODE_TOTEM,CA_BT__N__KE,CA_SST_INTERNE__N__KE,CA_SST_EXTERNE__N__KE,CA_MARKUP__N__KE,DONT_PCA__N_MOINS_1___KE,CA__N_PLUS_1___KE,COMMENTAIRES,DATE_DE_DEBUT_PREVUE_MISSION,OFFRE_PRINCIPALE,SECTEUR,GROUPE,TOTAL_CA_VENDU_N__KE,CA_BT_PONDERE__N__KE,D_QUALIF,D_DEBUT_REDACT°_PROPALE,D_ENVOI__PROPALE,D_GAIN,D_CLOTURE__PERTE,WEEK,DATE_REF
MME,Stratégie digitale et feuille de route,WAss,PCO,MMO,7 - Perdue,0.0,Oui,NA,26.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Mutuelle Mieux-Etre,0.0,0.0,NA,NA,2016-12-08T00:00:00Z,NA,2016-12-21T00:00:00Z,28.0,2017-07-09
Mutuelle Saint Christophe,Etude Orga Entreprises,WBT,MBO,ORE,7 - Perdue,0.0,Non,NA,1.6,60.75,NA,NA,NA,NA,NA,NA,Digital Innovation,Assurance,Mutuelle Saint Christophe,0.0,0.0,2016-12-09T00:00:00Z,2017-02-14T00:00:00Z,NA,NA,2017-02-27T00:00:00Z,28.0,2017-07-09
Mutuelle Saint Christophe,Définition Stratégie Digitale,WBT,MBO,ORE,1 - Qualifiée,0.4,Non,NA,70.0,NA,NA,NA,NA,NA,NA,2017-09-30T00:00:00Z,Digital Innovation,Assurance,Mutuelle Saint Christophe,28.0,28.0,2016-12-09T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
My Money Bank,Accompagnement Programme CBS,WBT,JSO,JSO,4 - Gagnée,1.0,Non,NA,NA,NA,40.0,8.0,0.0,NA,NA,NA,ETM,Banque,My Money Bank,48.0,0.0,NA,NA,NA,2017-07-02T00:00:00Z,NA,28.0,2017-07-09
Nexity,Management de transition,WBT,OGR,OGR,7 - Perdue,0.0,Non,NA,70.0,NA,NA,NA,NA,NA,Write-off suite à démissionJM Zuliani,2017-04-25T00:00:00Z,Digital Innovation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,2017-04-13T00:00:00Z,NA,2017-04-26T00:00:00Z,2017-05-19T00:00:00Z,28.0,2017-07-09
Nexity,Management de transition (portage indépendant),WBT,OGR,OGR,4 - Gagnée,1.0,Non,NA,NA,NA,50.0,10.0,NA,NA,NA,NA,Digital Innovation,Service,Nexity,60.0,0.0,2017-05-19T00:00:00Z,2017-04-13T00:00:00Z,NA,2017-06-16T00:00:00Z,2017-05-19T00:00:00Z,28.0,2017-07-09
Nexity,Chef de projet innovation digitale Août Septembre,WBT,MMO,OGR,2 - A émettre,0.8,Oui,NEX003,24.5,NA,NA,NA,0.0,NA,NA,2017-07-21T00:00:00Z,Digital Innovation,Service,Nexity,19.6,19.6,NA,2017-06-30T00:00:00Z,2017-06-20T00:00:00Z,2017-06-30T00:00:00Z,NA,28.0,2017-07-09
Nexity,Chef de projet innovation digitale Juillet,WBT,MMO,OGR,4 - Gagnée,1.0,Oui,NEX003,16.625,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Service,Nexity,16.625,16.625,NA,2017-04-07T00:00:00Z,2017-06-20T00:00:00Z,2017-06-30T00:00:00Z,NA,28.0,2017-07-09
Nexity,Chef de projet innovation digitale,WBT,JVE,OGR,4 - Gagnée,1.0,Non,NEX003,50.75,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Service,Nexity,50.75,50.75,NA,NA,2017-03-23T00:00:00Z,2017-04-03T00:00:00Z,NA,28.0,2017-07-09
Nexity,Accompagnement CDR T1 2017 ,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,99.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,2017-01-03T00:00:00Z,2017-01-05T00:00:00Z,28.0,2017-07-09
Nexity,Sell-on Accompagnement DAM,WBT,JVE,OGR,4 - Gagnée,1.0,Oui,NEX002,70.8,5.200000000000003,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,76.0,70.8,NA,2016-11-22T00:00:00Z,2016-12-16T00:00:00Z,2016-12-19T00:00:00Z,NA,28.0,2017-07-09
Nexity,Nouveaux espaces de travail,WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,2.0,2.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
Nexity,Accompagnement - Smartcity/Smartbuilding - Crosscut - Moskitos,WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,2.0,2.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
Nexity,Définition Roadmap - Smartcity/Smartbuilding (approche design),WBT,ARE,OGR,0 - A qualifier,0.2,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,4.0,4.0,2017-03-27T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
Nexity,Accompagnement CDR T1 2017 (Option ) ,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,68.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,NA,2017-01-05T00:00:00Z,28.0,2017-07-09
Nexity,Architecte d'entreprise IR,WBT,MLO,OGR,7 - Perdue,0.0,Oui,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Service,Nexity,0.0,0.0,NA,2016-12-09T00:00:00Z,NA,NA,2017-01-05T00:00:00Z,28.0,2017-07-09
Nexity,Migration de DataCenter,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,18/10 : proposer un dispositif type E. Wilmenot ,NA,Transformation,Service,Nexity,0.0,0.0,2016-11-01T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
Nexity,Accompagnement au changement Management DDI,WBT,JVE,OGR,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,NA,NA,NA,NA,NA,28.0,2017-07-09
Nexity,UX - Espace privé,WBT,ARE,OGR,7 - Perdue,0.0,Non,NA,25.6,NA,26.5,NA,NA,NA,Propale Ecosystème Weave/TE,NA,Digital Innovation,Service,Nexity,0.0,0.0,2016-11-20T00:00:00Z,2016-12-05T00:00:00Z,2016-12-16T00:00:00Z,NA,2017-01-10T00:00:00Z,28.0,2017-07-09
Nexity,PMO refonte des outils SIP,WBT,JVE,OGR,7 - Perdue,0.0,Oui,NA,19.8,NA,NA,NA,0.0,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,NA,2017-03-06T00:00:00Z,2017-03-09T00:00:00Z,NA,2017-03-16T00:00:00Z,28.0,2017-07-09
Nexity,Chef de projet innovation digitale T4,WBT,MMO,OGR,2 - A émettre,0.8,Oui,NEX003,54.25,NA,NA,NA,0.0,NA,NA,2017-09-15T00:00:00Z,Digital Innovation,Service,Nexity,43.400000000000006,43.400000000000006,NA,2017-04-07T00:00:00Z,NA,NA,NA,28.0,2017-07-09
Nexity,Appui CP innovation digital,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,52.5,NA,NA,NA,NA,NA,NA,2017-04-28T00:00:00Z,Digital Innovation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,2017-04-24T00:00:00Z,NA,NA,2017-05-05T00:00:00Z,28.0,2017-07-09
Nexity,CP SI frontal métier,WBT,OGR,OGR,5 - No follow,0.0,Non,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,Nexity,0.0,0.0,2017-04-13T00:00:00Z,NA,NA,NA,2017-04-24T00:00:00Z,28.0,2017-07-09
OGC Nice,Relation strat-up,WBT,GDE,OGR,0 - A qualifier,0.2,Non,OGCXXX,50.0,NA,NA,NA,NA,NA,intro via Tech4team ,NA,Digital Innovation,Service,OGC Nice,10.0,10.0,NA,NA,NA,NA,NA,28.0,2017-07-09
Paris-Turf,Stratégie IT,WIES,ORE,ORE,4 - Gagnée,1.0,Non,WM/PTU001,12.5,NA,NA,NA,NA,NA,NA,NA,ETM,Service,Paris-Turf,12.5,12.5,NA,NA,NA,2017-04-21T00:00:00Z,NA,28.0,2017-07-09
Paris-Turf,IIF - Animation séminaire innovant,WIES,MBO,ORE,3 - Emise,0.6,Oui,WM/PTUXXX,5.0,NA,NA,NA,0.0,NA,NA,NA,Digital Innovation,Banque,Paris-Turf,3.0,3.0,NA,NA,NA,NA,NA,28.0,2017-07-09
Pepsico,IIF - Responsive Working,WBT,MLN,ORE,5 - No follow,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Retail,Pepsico,0.0,0.0,NA,2017-03-08T00:00:00Z,NA,NA,2017-04-07T00:00:00Z,28.0,2017-07-09
Photobox ,Chef de projet digital ,WBT,UHE,UHE,5 - No follow,0.0,Non,NA,0.0,30.0,NA,NA,NA,NA,Sous-traitance interne Airmis (profil BT trop cher),NA,Digital Innovation,Service,Photobox,0.0,0.0,NA,2017-01-13T00:00:00Z,2017-02-03T00:00:00Z,NA,2017-04-06T00:00:00Z,28.0,2017-07-09
Pierre Fabre,IIF - Etude modèle relationnel Grand Groupes-Start-up,WBT,MBO,ORE,4 - Gagnée,1.0,Non,PF001,7.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Industrie,Pierre Fabre,7.0,7.0,NA,NA,2017-02-20T00:00:00Z,2017-03-10T00:00:00Z,NA,28.0,2017-07-09
Pramex,IIF - Structuration Pôle Digitale et R&D ,WBT,MLN,ORE,1 - Qualifiée,0.2,Oui,NA,60.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,Pramex,12.0,12.0,2017-04-07T00:00:00Z,NA,NA,NA,NA,28.0,2017-07-09
Prestashop,Transformation Data + UX,WBT,UHE,UHE,4 - Gagnée,1.0,Oui,PREST001,228.0,88.0,40.0,NA,0.0,NA,prestation sur 3 mois,NA,Transformation,Retail,Prestashop,356.0,228.0,NA,2017-01-13T00:00:00Z,2017-02-09T00:00:00Z,2017-01-27T00:00:00Z,NA,28.0,2017-07-09
Prestashop,Design Selfcare Presto,WBT,JVE,UHE,5 - No follow,0.0,Oui,NA,7.0,NA,NA,NA,0.0,NA,Prolongation mathilde sur mai,NA,Transformation,Retail,Prestashop,0.0,0.0,NA,2017-04-24T00:00:00Z,2017-04-30T00:00:00Z,NA,2017-04-26T00:00:00Z,28.0,2017-07-09
Prestashop,Transformation Data + UX - Sell-on T3,WBT,JVE,UHE,2 - A émettre,0.8,Oui,PREST002,110.0,25.0,NA,NA,0.0,NA,Prolongation équipe actuelle + 1 consultant,NA,Digital Innovation,Retail,Prestashop,108.0,88.0,NA,2017-06-06T00:00:00Z,2017-06-23T00:00:00Z,NA,2017-06-30T00:00:00Z,28.0,2017-07-09
Protex International,Stratégie digitale et feuille de route,WBT,MMO,MMO,6 - En sommeil,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NQU : Passé à No Follow le 9/04/2017,NA,Digital Innovation,Service,Protex International,0.0,0.0,2016-12-01T00:00:00Z,2016-12-06T00:00:00Z,2017-04-24T00:00:00Z,NA,2017-05-19T00:00:00Z,28.0,2017-07-09
PSG,Accompagnement Si performance sportive,WBT,KLA,BES,5 - No follow,0.0,Non,NA,132.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Service,PSG,0.0,0.0,NA,NA,2016-11-25T00:00:00Z,NA,2017-04-04T00:00:00Z,28.0,2017-07-09
RATP,Transformation Digitale,WBT,JSO,MMO,7 - Perdue,0.0,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,ETM,Service,RATP,0.0,0.0,NA,NA,2016-12-05T00:00:00Z,NA,NA,28.0,2017-07-09
Richemont,Change Management,WIES,JSO,JSO,4 - Gagnée,1.0,Non,WM/RICXXX,70.0,NA,NA,NA,0.0,NA,NA,NA,Transformation,Retail,Richemont,70.0,70.0,NA,NA,NA,2017-06-22T00:00:00Z,NA,28.0,2017-07-09
SEMMARIS  (RUNGIS),Marché Cadre : Marketplace  / AMOA/ CRM,WBT,MLO,UHE,3 - Emise,0.8,Non,SEMXXX,200.0,NA,NA,NA,NA,NA,WIN sur LOT 4 communiqué oralement - En attente de l'écrit ,2017-05-15T00:00:00Z,Transformation,Para-public,Semmaris,160.0,160.0,NA,2017-03-18T00:00:00Z,2017-04-07T00:00:00Z,NA,2017-05-15T00:00:00Z,28.0,2017-07-09
SG - XXX,IIF - LXP Design Fiction,WIES,MLN,ORE,6 - En sommeil,0.0,Non,NA,15.0,NA,NA,NA,NA,NA,NA,2017-02-15T00:00:00Z,Digital Innovation,Banque,SG,0.0,0.0,2017-02-14T00:00:00Z,NA,2017-02-14T00:00:00Z,NA,2017-05-12T00:00:00Z,28.0,2017-07-09
SG-BDDF,SG - BDDF : CDS Communautés Stratégiques BDDF,WBT,MBO,MMO,4 - Gagnée,1.0,Oui,WG/SG083,32.2,NA,NA,NA,NA,NA,NA,2017-01-01T00:00:00Z,Digital Innovation,Banque,SG,32.2,32.2,NA,2016-12-09T00:00:00Z,2016-12-09T00:00:00Z,2017-05-12T00:00:00Z,NA,28.0,2017-07-09
SG-BDDF,SG - BDDF : CDS Communautés Stratégiques BDDF - T3-T4 2017,WBT,MBO,MMO,0 - A qualifier,0.4,Oui,NA,120.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,SG,48.0,48.0,NA,2016-12-09T00:00:00Z,NA,NA,NA,28.0,2017-07-09
SG-BSC,SG - BSC Datalab - Opportunité DataLab auprès du nouveau département Data de BSC,WBT,BMO,GCH,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,BMO : Rendez-vous à organiser via F. Bouloy,NA,Data,Banque,SG,0.0,0.0,NA,NA,NA,NA,2017-03-28T00:00:00Z,28.0,2017-07-09
SG-BSC,SG - Création Communauté Architecture,WBT,JSO,JSO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,0.0,0.0,2016-10-31T00:00:00Z,NA,NA,NA,2017-01-20T00:00:00Z,28.0,2017-07-09
SG-GTB,SG - GTB : PMO 2017,WBan,JSO,JSO,4 - Gagnée,1.0,Oui,WFS/SG076,51.92,NA,NA,NA,NA,NA,Markup maintenu (ORE),NA,Transformation,Banque,SG,51.92,51.92,NA,2016-11-23T00:00:00Z,NA,2017-01-31T00:00:00Z,NA,28.0,2017-07-09
SG-GTS-EUS,SG - EUS - Marketing des offres et des usages - Sell-on #2,WBT,BMO/ARE,GCH,5 - No follow,0.0,Oui,NA,20.0,NA,NA,NA,NA,NA,Closing2016/04/11 : En attente retour cliente,NA,Transformation,Banque,SG,0.0,0.0,NA,2016-05-23T00:00:00Z,2016-05-23T00:00:00Z,NA,2017-01-17T00:00:00Z,28.0,2017-07-09
SG-GTS-STP,Accompagnement Transfo SI GTS,WBT,GDE,JSO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,0.0,0.0,2017-01-20T00:00:00Z,NA,NA,NA,2017-03-27T00:00:00Z,28.0,2017-07-09
SG-IBFS,SG-IBFS : Direction de projet BI (Adlen,WBan,AKA,JSO,4 - Gagnée,1.0,Non,WFS/SG068,118.5,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,118.5,118.5,NA,NA,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
SG-IBFS,Cadrage BI-SME 2018-2019,WBan,JPR,JPR,4 - Gagnée,1.0,Non,WG/SGxxx,8.8,NA,NA,NA,0.0,NA,Cf. mail JPh. du 8/6,NA,Transformation,Banque,SG,8.8,8.8,NA,NA,NA,2017-05-30T00:00:00Z,NA,28.0,2017-07-09
SG-IBFS,Cadrage BI-SME 2018-2019 - suite,WBan,JPR,JPR,2 - A émettre,0.6,Oui,WG/SGxxx,110.00000000000001,NA,NA,NA,0.0,NA,NA,2017-06-19T00:00:00Z,Transformation,Banque,SG,66.0,66.0,NA,2017-06-09T00:00:00Z,NA,NA,NA,28.0,2017-07-09
SG-ITIM,SG-ITIM : Datalab : POC Data ,Airmis,JDO / BMO,BES,5 - No follow,0.0,Non,NA,NA,NA,NA,NA,NA,NA,Propale pour appuyer la réalisation de POC sur des cas d'usages existants,NA,Data,Banque,SG,0.0,0.0,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,NA,NA,2017-03-28T00:00:00Z,28.0,2017-07-09
SG-ITIM,SG-ITIM : Data management ,Airmis,SMA / BMO,BES,5 - No follow,0.0,Non,NA,18.0,NA,NA,NA,NA,NA,propale émise,NA,Data,Banque,SG,0.0,0.0,2016-10-07T00:00:00Z,2016-10-08T00:00:00Z,2016-11-28T00:00:00Z,NA,2017-03-28T00:00:00Z,28.0,2017-07-09
SG-ITIM,Transformation COO ITIM,WBT,BMO,JSO,4 - Gagnée,1.0,Non,WG/SG074,20.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,20.0,20.0,NA,NA,NA,2016-10-01T00:00:00Z,NA,28.0,2017-07-09
SG-ITIM,Accompagnement IF,WBT,JSO,JSO,5 - No follow,0.0,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Digital Innovation,Banque,SG,0.0,0.0,NA,NA,NA,NA,2017-06-16T00:00:00Z,28.0,2017-07-09
SG-ITIM,SG - ITIM :Cadrage Automates Agence - Sell-On #2,WBan,BMO/LHE,JSO,5 - No follow,0.0,Oui,NA,50.0,NA,NA,NA,NA,NA,Reporté à 2017,NA,Digital Innovation,Banque,SG,0.0,0.0,2016-05-23T00:00:00Z,NA,NA,NA,2017-01-31T00:00:00Z,28.0,2017-07-09
SG-PRIV,SG - PRIV : Datalab,WBan,JDO,BES,7 - Perdue,0.0,Non,NA,70.0,NA,NA,NA,NA,NA,BMO : Approche commerciale via BA qui reprend le sujet,NA,Transformation,Banque,SG,0.0,0.0,2016-10-14T00:00:00Z,2016-10-14T00:00:00Z,2017-01-11T00:00:00Z,NA,2017-02-07T00:00:00Z,28.0,2017-07-09
SG-PRIV,Accompagnement PMO,WBan,JSO,JSO,4 - Gagnée,1.0,Non,WFS/SG050,159.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Banque,SG,159.0,159.0,NA,NA,NA,2017-01-25T00:00:00Z,NA,28.0,2017-07-09
SG-SEGL,Vision Cible Architecture Data,WBT,SMA,JSO,7 - Perdue,0.0,Non,NA,108.0,NA,NA,NA,0.0,NA,NA,NA,Data,Banque,SG,0.0,0.0,NA,2017-01-11T00:00:00Z,2017-01-16T00:00:00Z,NA,2017-01-28T00:00:00Z,28.0,2017-07-09
SG-TPS,Architecture d'entreprise Agile,WBT,JSO,JSO,4 - Gagnée,1.0,Non,WG/SG059,14.0,NA,NA,NA,NA,NA,NA,NA,ETM,Banque,SG,14.0,14.0,NA,2017-03-13T00:00:00Z,NA,2017-03-21T00:00:00Z,NA,28.0,2017-07-09
SNCF Groupe,Préparation comité Data,WBT,SMA,OGR,4 - Gagnée,1.0,Non,SNCF009,9.5,3.0,NA,NA,NA,NA,NA,NA,ETM,Para-public,SNCF,12.5,9.5,NA,NA,2017-03-15T00:00:00Z,2017-03-15T00:00:00Z,NA,28.0,2017-07-09
SNCF Groupe,API Management,WBT,SMA,OGR,0 - A qualifier,0.2,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,SNCF,10.0,10.0,NA,NA,NA,NA,NA,28.0,2017-07-09
SNCF Groupe,Programme IAM,WBT,JPG,OGR,0 - A qualifier,0.2,Non,NA,50.0,NA,NA,NA,NA,NA,NA,NA,Sécurité,Para-public,SNCF,10.0,10.0,NA,NA,NA,NA,NA,28.0,2017-07-09
SNCF Groupe,Accompagnement data office & déclinaison GDPR,WBT,SMA,OGR,3 - Emise,0.4,Oui,NA,92.0,NA,NA,NA,NA,NA,NA,2017-05-22T00:00:00Z,ETM,Para-public,SNCF,36.800000000000004,36.800000000000004,2017-03-31T00:00:00Z,2017-05-19T00:00:00Z,2017-06-06T00:00:00Z,NA,NA,28.0,2017-07-09
SNCF Groupe,SNCF OPTIM - S1 2017 Sell On Janvier,WBT,PBL / NSE,ORE,4 - Gagnée,1.0,Oui,SNCF008,14.5,NA,NA,NA,NA,NA,En cours d'élaboration avec ORE,NA,Transformation,Para-public,SNCF,14.5,14.5,2016-10-15T00:00:00Z,2016-11-15T00:00:00Z,NA,2017-01-27T00:00:00Z,NA,28.0,2017-07-09
SNCF Groupe,SNCF OPTIM - S1 2017 Sell On Février et +,WBT,PBL / NSE,ORE,6 - En sommeil,0.0,Oui,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,0.0,0.0,NA,2017-11-22T00:00:00Z,NA,NA,2017-01-27T00:00:00Z,28.0,2017-07-09
SNCF Mobilité,SNCF Voyage : PTF HA groupés -extension pilotage data,WIES,OGR,OGR,0 - A qualifier,0.4,Non,NA,20.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,8.0,8.0,NA,NA,NA,2016-10-26T00:00:00Z,2016-09-12T00:00:00Z,28.0,2017-07-09
SNCF Mobilité,SNCF Voyage : PTF HA groupés,WIES,SMA,OGR,4 - Gagnée,1.0,Non,WM/SNCF3,45.9,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,45.9,45.9,NA,NA,NA,2016-10-26T00:00:00Z,2016-09-12T00:00:00Z,28.0,2017-07-09
SNCF Mobilité,Transilien : UX de l'attente,WBT,OGR,OGR,0 - A qualifier,0.2,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,2.0,2.0,NA,NA,NA,NA,NA,28.0,2017-07-09
SNCF Réseau,POC Data visualisation pour le COMEX Pilotis 1bis,WBT,THU,GCH,5 - No follow,0.0,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data,Para-public,SNCF,0.0,0.0,2016-09-12T00:00:00Z,2016-09-27T00:00:00Z,2016-12-13T00:00:00Z,2016-10-14T00:00:00Z,2017-01-02T00:00:00Z,28.0,2017-07-09
SNCF Réseau,"IoT pour l'immobilier : services innovants dans la gestion des bureaux, mesur de l'efficacité de l'usage des locaux.",WBT,SMA,GCH,5 - No follow,0.0,Non,NA,30.0,NA,NA,NA,NA,NA,P. Couet,NA,Digital Innovation,Para-public,SNCF,0.0,0.0,2016-09-12T00:00:00Z,2016-09-27T00:00:00Z,NA,NA,2017-01-23T00:00:00Z,28.0,2017-07-09
SNCF Réseau,"Lead directeur du projet SPOT, Frederick Tahon, (incluant toute la mobilité y compris Nomade)",WBT,THU,GCH,5 - No follow,0.0,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,SNCF,0.0,0.0,NA,NA,NA,NA,2017-01-23T00:00:00Z,28.0,2017-07-09
SNCF Réseau,Lead Franck Martinel (IOT) au sujet de CAFEINE / DEMETER / EXOCET,WBT,THU,GCH,5 - No follow,0.0,Non,NA,10.0,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,SNCF,0.0,0.0,NA,NA,NA,NA,2017-01-23T00:00:00Z,28.0,2017-07-09
SNCF Réseau,Architecture Datacenter (complément Avril),WBT,ANS,JSO,4 - Gagnée,1.0,oui,SNCF007,8.1,NA,NA,NA,NA,NA,NA,NA,ETM,Para-public,SNCF,8.1,8.1,NA,NA,NA,2017-03-30T00:00:00Z,NA,28.0,2017-07-09
SNCF Réseau,Architecture Datacenter,WBT,ANS,JSO,4 - Gagnée,1.0,oui,SNCF007,45.0,NA,NA,NA,NA,NA,"NQU : montant à vérifier, yc. PCA 2016",NA,ETM,Para-public,SNCF,45.0,45.0,NA,NA,NA,2017-01-01T00:00:00Z,NA,28.0,2017-07-09
SNCF Réseau,Archi : Management visuel de l'équipe archi,WBT,OGR,OGR,4 - Gagnée,1.0,Non,SNCFXYZ,12.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,12.0,12.0,NA,2017-03-01T00:00:00Z,2017-03-16T00:00:00Z,2017-03-24T00:00:00Z,NA,28.0,2017-07-09
SNCF Réseau,POC Data visualisation pour le COMEX Pilotis - POC Dataviz,WBT,THU,OGR,5 - No follow,0.0,Non,NA,66.5,NA,2.5,NA,NA,NA,"THU : Accueil favorable Directrice comptable, rencontre prévue avec la DGA Odile Fagot première quinzaine de janvier",NA,Digital Innovation,Para-public,SNCF,0.0,0.0,NA,NA,2016-10-17T00:00:00Z,NA,2017-04-04T00:00:00Z,28.0,2017-07-09
SNCF Réseau,Archi : Management visuel de l'équipe archi (Option),WBT,OGR,OGR,4 - Gagnée,1.0,Oui,SNCFXYZ,24.0,NA,NA,NA,NA,NA,NA,NA,Transformation,Para-public,SNCF,24.0,24.0,NA,2017-03-01T00:00:00Z,2017-05-16T00:00:00Z,2017-07-03T00:00:00Z,NA,28.0,2017-07-09
SNCF Réseau,Mise en place des CDS études,WBT,JPG,OGR,3 - Emise,0.4,Non,NA,240.0,NA,9.0,NA,NA,NA,NA,2017-06-30T00:00:00Z,Transformation,Para-public,SNCF,99.60000000000001,96.0,NA,2017-06-02T00:00:00Z,2017-06-19T00:00:00Z,NA,NA,28.0,2017-07-09
SNCF Réseau,Mise en place des CDS études - Option 2018,WBT,JPG,OGR,3 - Emise,0.4,Non,NA,NA,NA,NA,NA,NA,350.0,NA,2017-11-30T00:00:00Z,Transformation,Para-public,SNCF,0.0,0.0,NA,2017-06-02T00:00:00Z,2017-06-19T00:00:00Z,NA,NA,28.0,2017-07-09
Sodexo,Développement Web Sécurisé,WBT,CGE,JSO,4 - Gagnée,1.0,Oui,SOD00X,28.175,NA,14.95,NA,0.0,NA,NA,2017-03-31T00:00:00Z,Sécurité,Service,Sodexo,43.125,28.175,NA,2017-03-27T00:00:00Z,2017-04-03T00:00:00Z,2017-05-04T00:00:00Z,NA,28.0,2017-07-09
Sodexo,Accompagnement AE France,WBT,MLO,JSO,4 - Gagnée,1.0,Non,SOD001,115.0,NA,NA,NA,NA,NA,NA,NA,ETM,Service,Sodexo,115.0,115.0,NA,2017-01-06T00:00:00Z,2017-01-17T00:00:00Z,2017-01-20T00:00:00Z,NA,28.0,2017-07-09
Sodexo,Coaching Architectes,WBT,MLO,JSO,5 - No follow,0.0,Oui,NA,30.0,NA,NA,NA,NA,NA,NA,NA,ETM,Service,Sodexo,0.0,0.0,NA,2017-05-22T00:00:00Z,NA,NA,2017-06-05T00:00:00Z,28.0,2017-07-09
Sodexo,Accompagnement Architecture S2 Sep-Dec 2017 ,WBT,MLO,JSO,2 - A émettre,0.4,Non,NA,160.0,NA,NA,NA,NA,NA,NA,2017-07-31T00:00:00Z,ETM,Service,Sodexo,64.0,64.0,NA,2017-06-05T00:00:00Z,NA,NA,NA,28.0,2017-07-09
Sodexo,Accompagnement AE Groupe,WBT,MLO,JSO,4 - Gagnée,1.0,Non,SOD002,76.0,NA,NA,NA,NA,NA,NA,2017-06-12T00:00:00Z,ETM,Service,Sodexo,76.0,76.0,NA,2017-04-14T00:00:00Z,2017-04-24T00:00:00Z,2017-06-22T00:00:00Z,NA,28.0,2017-07-09
Sodexo,Acculturation Design Thinking,WBT,ARE,JSO,6 - En sommeil,0.0,Non,NA,76.0,NA,NA,NA,NA,NA,En sommeil car pas de retour client depuis plusieurs semaines,2016-12-05T00:00:00Z,Transformation,Service,Sodexo,0.0,0.0,NA,NA,2016-12-05T00:00:00Z,NA,2017-04-10T00:00:00Z,28.0,2017-07-09
